Timestamp;(left_eye_origin.x,left_eye_origin.y,left_eye_origin.z);(left_eye_gaze.x,left_eye_gaze.y,left_eye_gaze.z);(right_eye_origin.x,right_eye_origin.y,right_eye_origin.z);(right_eye_gaze.x,right_eye_gaze.y,right_eye_gaze.z);(combined_eye_origin.x,combined_eye_origin.y,combined_eye_origin.z);(combined_eye_gaze.x,combined_eye_gaze.y,combined_eye_gaze.z);(Camera_position.x,Camera_position.y,Camera_position.z);(Camera_rotation.x,Camera_rotation.y,Camera_rotation.z,Camera_rotation.w);(hitpoint.x,hitpoint.y,hitpoint.z);hitpoint_name;messages;
0.35333;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.132, -0.702, 0.685, 0.140);(0.336, 0.000, 4.363);Ground;StartTrial222stim0;
0.48231;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.135, -0.715, 0.672, 0.139);(0.330, 0.000, 4.266);Ground;
0.49128;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.136, -0.714, 0.672, 0.139);(0.335, 0.000, 4.271);Ground;
0.50084;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.137, -0.713, 0.673, 0.139);(0.340, 0.000, 4.279);Ground;
0.51052;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.138, -0.712, 0.675, 0.138);(0.346, 0.000, 4.287);Ground;
0.52891;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.140, -0.709, 0.678, 0.138);(0.358, 0.000, 4.307);Ground;
0.53529;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.141, -0.707, 0.679, 0.138);(0.362, 0.000, 4.315);Ground;
0.54423;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.142, -0.706, 0.680, 0.138);(0.369, 0.000, 4.326);Ground;
0.55350;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.142, -0.704, 0.682, 0.138);(0.375, 0.000, 4.338);Ground;
0.56747;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.144, -0.701, 0.685, 0.138);(0.384, 0.000, 4.356);Ground;
0.57322;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.144, -0.700, 0.686, 0.137);(0.387, 0.000, 4.363);Ground;
0.58275;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.145, -0.698, 0.687, 0.137);(0.392, 0.000, 4.374);Ground;
0.59178;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.145, -0.697, 0.689, 0.137);(0.397, 0.000, 4.384);Ground;
0.60217;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.146, -0.695, 0.691, 0.137);(0.401, 0.000, 4.396);Ground;
0.61067;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.146, -0.694, 0.692, 0.137);(0.405, 0.000, 4.405);Ground;
0.62046;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.146, -0.692, 0.694, 0.137);(0.408, 0.000, 4.417);Ground;
0.63047;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.147, -0.690, 0.695, 0.137);(0.410, 0.000, 4.429);Ground;
0.63909;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.147, -0.689, 0.697, 0.138);(0.412, 0.000, 4.440);Ground;
0.64829;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.147, -0.687, 0.698, 0.138);(0.413, 0.000, 4.452);Ground;
0.66155;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.147, -0.685, 0.700, 0.139);(0.412, 0.000, 4.467);Ground;
0.66938;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.146, -0.684, 0.701, 0.140);(0.411, 0.000, 4.475);Ground;
0.67820;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.146, -0.682, 0.702, 0.141);(0.408, 0.000, 4.483);Ground;
0.68836;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.146, -0.681, 0.703, 0.142);(0.406, 0.000, 4.490);Ground;
0.69792;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.146, -0.681, 0.704, 0.143);(0.403, 0.000, 4.497);Ground;
0.70785;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.145, -0.680, 0.704, 0.143);(0.399, 0.000, 4.502);Ground;
0.71674;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.145, -0.679, 0.705, 0.144);(0.395, 0.000, 4.506);Ground;
0.72590;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.144, -0.679, 0.705, 0.145);(0.392, 0.000, 4.509);Ground;
0.73580;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.144, -0.679, 0.705, 0.145);(0.387, 0.000, 4.511);Ground;
0.74468;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.143, -0.679, 0.705, 0.146);(0.383, 0.000, 4.513);Ground;
0.75727;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.142, -0.679, 0.705, 0.147);(0.378, 0.000, 4.516);Ground;
0.76421;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.142, -0.678, 0.706, 0.147);(0.375, 0.000, 4.517);Ground;
0.77337;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.142, -0.678, 0.706, 0.148);(0.372, 0.000, 4.520);Ground;
0.78217;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.141, -0.678, 0.706, 0.149);(0.368, 0.000, 4.521);Ground;
0.79152;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.141, -0.678, 0.706, 0.150);(0.364, 0.000, 4.522);Ground;
0.80146;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.141, -0.678, 0.705, 0.151);(0.359, 0.000, 4.521);Ground;
0.80993;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.140, -0.679, 0.705, 0.151);(0.354, 0.000, 4.519);Ground;
0.82042;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.140, -0.679, 0.704, 0.153);(0.348, 0.000, 4.516);Ground;
0.82968;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.139, -0.679, 0.704, 0.153);(0.343, 0.000, 4.514);Ground;
0.83942;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.139, -0.680, 0.704, 0.154);(0.339, 0.000, 4.512);Ground;
0.84872;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.138, -0.680, 0.703, 0.154);(0.335, 0.000, 4.511);Ground;
0.85891;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.138, -0.681, 0.703, 0.154);(0.332, 0.000, 4.508);Ground;
0.86900;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.137, -0.681, 0.702, 0.154);(0.330, 0.000, 4.504);Ground;
0.88288;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.136, -0.683, 0.701, 0.153);(0.328, 0.000, 4.495);Ground;
0.88918;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.136, -0.684, 0.701, 0.152);(0.328, 0.000, 4.490);Ground;
0.89922;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.135, -0.685, 0.700, 0.152);(0.327, 0.000, 4.481);Ground;
0.90861;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.135, -0.686, 0.698, 0.151);(0.326, 0.000, 4.471);Ground;
0.91836;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.135, -0.688, 0.697, 0.151);(0.325, 0.000, 4.462);Ground;
0.92714;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.135, -0.689, 0.696, 0.151);(0.325, 0.000, 4.454);Ground;
0.93782;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.136, -0.690, 0.695, 0.150);(0.325, 0.000, 4.444);Ground;
0.94656;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.136, -0.691, 0.694, 0.150);(0.326, 0.000, 4.437);Ground;
0.95554;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.136, -0.692, 0.693, 0.150);(0.328, 0.000, 4.430);Ground;
0.96559;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.137, -0.693, 0.692, 0.149);(0.331, 0.000, 4.423);Ground;
0.97512;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.137, -0.694, 0.691, 0.148);(0.333, 0.000, 4.415);Ground;
0.98505;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.138, -0.695, 0.690, 0.148);(0.335, 0.000, 4.406);Ground;
0.99329;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.138, -0.696, 0.689, 0.148);(0.336, 0.000, 4.399);Ground;
1.00385;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.138, -0.697, 0.688, 0.147);(0.336, 0.000, 4.389);Ground;
1.01386;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.139, -0.699, 0.686, 0.147);(0.337, 0.000, 4.380);Ground;
1.02362;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.139, -0.700, 0.685, 0.147);(0.337, 0.000, 4.370);Ground;
1.03334;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.139, -0.701, 0.684, 0.146);(0.337, 0.000, 4.362);Ground;
1.04249;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.139, -0.702, 0.683, 0.145);(0.338, 0.000, 4.354);Ground;
1.05156;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.139, -0.703, 0.682, 0.145);(0.340, 0.000, 4.348);Ground;
1.06024;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.139, -0.704, 0.681, 0.144);(0.341, 0.000, 4.342);Ground;
1.07113;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.139, -0.705, 0.681, 0.143);(0.344, 0.000, 4.337);Ground;
1.07992;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.139, -0.705, 0.681, 0.142);(0.347, 0.000, 4.333);Ground;
1.09009;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.139, -0.706, 0.680, 0.141);(0.350, 0.000, 4.331);Ground;
1.09972;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.139, -0.706, 0.681, 0.140);(0.354, 0.000, 4.330);Ground;
1.11004;(-0.03050, 0.00000, -0.02600);(0.24300, 0.00000, 0.97003);(0.03050, 0.00000, -0.02600);(-0.24300, 0.00000, 0.97003);(0.00000, 0.00000, -0.02600);(0.00000, 0.00000, 0.97003);(0.374, 2.537, 4.418);(0.139, -0.706, 0.681, 0.139);(0.358, 0.000, 4.329);Ground;
